audio-0.300-1.500|From behind my seat.
audio-11054.200-11062.500|Hello I said and there was a long silence before a woman's voice came over the line and said very tentatively hello back.
audio-11063.100-11068.100|Is this she said do I have she started again?
audio-11067.900-11069.800|Is Paul there?
audio-11070.600-11077.300|I nearly said she had the wrong number, but then realized Paul his real name just a minute.
audio-11077.100-11082.700|I said and I carried the cordless handset into his bedroom and knocked on the partly close bathroom door.
audio-11083.400-11089.300|He pulled it open with his foot naked phone I said and I handed it to him and walked away.
audio-11089.100-11094.300|I thought of closing the bedroom door on my way out, but I didn't and then it was too late.
audio-11094.100-11099.100|I heard hello and then a long silence in the kitchen.
audio-11098.900-11101.400|I turned on the water then quickly turned it off again.
audio-11101.200-11103.200|The woman's voice that sounded.
audio-11104.000-11112.400|There was no other word for it cultured older, although older than myself for older than kill ride and no.
audio-11113.200-11136.400|No, he said and then there was another silence because I don't he said and then as a matter of fact I do and then I turned on the water and let it run until something caught in my peripheral vision and I looked into the bedroom in time to see the handset land with a small bounce in the center of the bed trust in his usual jeans, but also oppressed white shirt.
audio-11136.200-11140.600|Tilray came into the kitchen a little later and clamp the handset's wall unit.
audio-11140.400-11141.800|Who was that?
audio-11141.600-11145.600|I said he licked his lips my mother.
audio-11146.500-11156.200|He turned in walked into the bedroom and I followed watch to stand for a moment at the window and then take off his shoes and settle on the bed with a pillow behind him from his bedside table.
audio-11156.000-11157.000|He took up the book.
audio-11156.800-11159.100|He was reading are you okay?
audio-11158.900-11163.700|You know, I did I went and sat on the edge of the bed down here his feet.
audio-11163.500-11171.900|He wore black socks and I kept his toes and release them what she doing today or they what are they doing?
audio-11171.700-11174.900|They he said from behind his book.
audio-11174.700-11177.600|I having a goose all the way at this point.
audio-11177.400-11179.300|They're also probably having a cow.
audio-11180.100-11191.900|I waited for him to look up and smile at me or at the very least received my smile, but he didn't he just sat there when he crossed over the other his face obscured by the book.
audio-11194.200-11197.500|At The Brownstone, we deposited our food on the kitchen table.
audio-11197.300-11205.500|Kilroy got himself a glass of wine and join Lane and a few others in the living room while I stayed with Simon who is standing over a saucepan at the stove.
audio-11206.300-11227.800|making gravy I said no one else knew how I told him he had to get the fat out of the roasting pan and they were all like gross but the wire whisk Easter quickly running the loops all over the bottom of the pain be from the Midwest has its uses he added I headed back to the living room, which was hardly ever used.
audio-11227.600-11235.100|Kilroy was talking to Lane and her girlfriend Maura who was tall and broad-shouldered stick auburn hair and dark brown eyes.
audio-11234.900-11242.300|I join them and she turned to me and said I was just telling Kilroy that he looks incredibly familiar to me.
audio-11242.900-11245.000|Erase is glass for a sip of wine.
audio-11244.800-11254.400|He Shrugged and said I have one of those faces is killing your first or last name Moore asked neither is just a nickname.
audio-11254.200-11255.800|What's your real name?
audio-11256.700-11261.200|Paul Fraser Fraser, she said thoughtfully Fraser.
audio-11261.000-11263.600|He pressed his elbow into me.
audio-11263.400-11265.900|Shall I tell them how I got my nickname?
audio-11265.700-11274.400|I don't know how you got your nickname gave me a blank look, you know, well you said I'll tell you to then.
audio-11274.200-11276.900|Yeah, that's second world war thing.
audio-11276.700-11281.700|Kilroy was here that American soldiers Drew all over the place with that little face.
audio-11281.500-11286.400|He shifted his wind his left hand and Drew something in the air with his right forefinger.
audio-11286.200-11289.700|It was a big deal a kind of graffiti.
audio-11289.500-11297.700|They do these little faces and wrote Kilroy was here next to them while I was a big second world war buff in high school.
audio-11297.500-11306.300|I read everything I could about it and after a while I started writing Kilroy was here on my friends notebooks and stuff there lockers Just For the Halibut Kilroy was here.
audio-11306.100-11308.300|Kilroy was here before long.
audio-11308.100-11309.600|They started calling me kill, right?
audio-11309.400-11310.100|It's stuck.
audio-11310.700-11313.500|I drink for my wine and didn't look at any of them.
audio-11313.300-11316.800|I was embarrassed that he hadn't told me before that.
audio-11316.600-11318.100|I've learned the innocuous.
audio-11317.900-11320.400|How he got his nickname along with Lane and Maura.
audio-11320.200-11329.000|There was a pressure behind my rib cage a breathless feeling I inhale deeply and then let it out again in Madison.
audio-11328.800-11330.000|I'd wanted something different.
audio-11329.800-11338.900|I wanted life to be less predictable people to be less predictable synonyms to Kilroy's hand holding a wine glass was inches from my shoulder.
audio-11338.700-11341.800|I thought careful what you wish for that.
audio-11341.600-11346.100|I thought no be different to be okay with this.
audio-11347.100-11349.700|Leaving The Brownstone after dinner a few hours later.
audio-11349.500-11350.600|Kilroy asked.
audio-11350.400-11352.200|What is Maura?
audio-11352.000-11352.300|Dhu?
audio-11353.100-11354.400|I was surprised by the question.
audio-11354.200-11362.000|So out-of-the-blue investment-banking why he raised the shoulder and Let It Drop just curious.
audio-11361.800-11367.100|I was figuring her for a boho want to be like the rest of them a sculptor something.
audio-11366.900-11368.800|She's a hands for it.
audio-11368.600-11371.000|I stayed silent for a moment.
audio-11372.000-11378.300|Why is it so awful to want to be something a flicker of surprise passed over his face?
audio-11379.000-11383.000|It's not unless it's just a way to avoid having to think of yourself as ordinary.
audio-11382.800-11387.100|He wraps his arms around his chest and hunched shoulders Against the Wind.
audio-11386.900-11406.500|What about you I said, did you ever want to be something other than what you were sure he said I did and I do my heartbeat picked up a little what he Shrugged quiet in my head my eyes filled and I held them open wide.
audio-11406.300-11410.900|He was just a foot away from me that I felt there was a huge gap between us.
audio-11410.700-11417.000|I got full of noise the world's mine here.
audio-11416.800-11418.600|It was confirmed.
audio-11422.200-11428.300|Early in December rooster called one Sunday and I returned to the Brownstone to shower and change my clothes.
audio-11429.000-11441.200|I congratulated him on his engagement and he sang to me saying that you thought the day would never come I sure didn't his voice was familiar and yet somehow also unfamiliar tinged with uncertainty.
audio-11441.000-11447.800|He seemed Unsure how to talk to me this person who made known forever this person who's Runaway.
audio-11448.700-11450.200|See you guys busy planning.
audio-11450.000-11459.500|I said he left Jones real organized every now and then she'll Hall me to taste cake or whatever, but mostly she's doing it with her.
audio-11459.300-11459.800|Mom.
audio-11459.600-11462.100|Mike said late December.
audio-11462.800-11463.900|He has abated.
audio-11463.700-11470.400|Yeah, there was a silence and I thought he was going to say more when he spoke again though.
